,emotion_label,emotion_text
6663,sadness,"My grandfather was seriously ill , had he a only few days left to live . I always had loved him , but never him told . I When saw him for the last time , I had the feeling that I had omitted so many things I could not do again . - There a was sitting fly on his and forehead he was too weak to drive it . away was I very sad when I saw that ."
6664,disgust,"Normally my father never tells vulgar jokes, we do not speak  about sexual things, too. But once he told such a vulgar joke,  that I was really disgusted. He did not tell me, but some of his  friends, but I was present."
6665,disgust,"Normally my father never tells vulgar jokes , we cause not speak astir intimate things , too . But one time he told such a vulgar joke , that I was really disgust . Helium did not tell me , but some of his friends , simply I was present ."
6666,disgust,"Normally my fatherhood never tells vulgar jokes , we do not speak about sexual things , too . But once he told such a vulgar gag , that I was really sicken . He did not secernate pine tree state , but some of his friends , just Ace was present ."
6667,disgust,"My normally father never vulgar tells jokes , we not do about speak sexual things too , . But he told once a such vulgar joke , that I really was disgusted . He did not tell , me but some of his friends , but I was present ."
6668,shame,"When I was 6 or 7 years old, I pulled down the trousers of a  friend because I wanted to know what she looked like. My mother  watched that and (as a punishment) sent me into the house. We  never spoke about that; I think it was as embarassing for her as  it was for me. "
6669,shame,"When I be 6 or vii twelvemonth old , I pulled down the pant of a friend because I wanted to know what she looked like . My female parent watched that and ( as a punishment ) sent me into the house . We never spoke astir that ; Iodin think it was as embarassing for her as information technology was for me ."
6670,shame,"When I was 6 or 7 long time honest to goodness , Unity pulled down the trousers of a friend because I wanted to know what she looked like . My mother watch that and ( as a penalty ) sent me into the house . We never spoke about that ; I think it be as embarassing for her as information technology was for me ."
6671,shame,"When I was 6 or years 7 old , I pulled down the trousers of friend a because I wanted to know what like she looked . My mother watched that and ( punishment as a ) sent me into the house . never spoke We about that ; think I it was embarassing as for her as it was for me ."
6672,guilt,"When I told my boy-friend, who loved me very much, that I wanted  to put an end to our relationship. a long time before I told him  that and also a long time after that I felt guilty, because I had  hurt him so much."
6673,guilt,"When I told my boy - friend , who loved pine tree state very much , that I wanted to put an end to our relationship . a tenacious time before 1 told him that and also a long metre after that I feel guilty , because I had hurt him so a great deal ."
6674,guilt,"When I told my boy - friend , who loved me real a good deal , that I want to put an end to our relationship . a long metre before Ane told him that and also a long time after that One mat up guilty , because 1 had hurt him so much ."
